Player_name,W_Grass,W_Clay,W_Hard,W_Carpet
Adrian Voinea,0.5,0.384615384615,0.484848484848,0.4
Agustin Calleri,0.266666666667,0.597156398104,0.459854014599,0.4
Alejandro Falla,0.390243902439,0.428571428571,0.39156626506,0.5
Alex Corretja,0.666666666667,0.59793814433,0.521739130435,0.2
Alexander Peya,0.210526315789,0.272727272727,0.444444444444,0.375
Alexander Waske,0.294117647059,0.35,0.275862068966,0.444444444444
Andre Agassi,0.588235294118,0.75,0.800925925926,0.571428571429
Andre Sa,0.52380952381,0.428571428571,0.341463414634,0.411764705882
Andreas Seppi,0.577777777778,0.516666666667,0.448680351906,0.285714285714
Andrei Pavel,0.428571428571,0.590551181102,0.464788732394,0.702702702703
Andy Murray,0.842519685039,0.692810457516,0.788908765653,0.727272727273
Andy Roddick,0.803738317757,0.59649122807,0.762867647059,0.72972972973
Antony Dupuis,0.545454545455,0.276595744681,0.407894736842,0.555555555556
Arnaud Clement,0.581081081081,0.434782608696,0.46218487395,0.511111111111
Benjamin Becker,0.545454545455,0.244444444444,0.406130268199,0.333333333333
Bjorn Phau,0.0714285714286,0.392857142857,0.388059701493,0.25
Blaz Kavcic,0.153846153846,0.433333333333,0.380952380952,0.666666666667
Bohdan Ulihrach,0.363636363636,0.326530612245,0.430555555556,0.454545454545
Carlos Moya,0.428571428571,0.728873239437,0.600917431193,0.75
Cecil Mamiit,0.230769230769,0.333333333333,0.389830508475,0.4
Christophe Rochus,0.0952380952381,0.416666666667,0.301886792453,0.230769230769
Conor Niland,0.2,0.5,0.5,0.428571428571
Cyril Saulnier,0.44,0.153846153846,0.434782608696,0.608695652174
Danai Udomchoke,0.333333333333,0.333333333333,0.461538461538,0.571428571429
Daniel King Turner,1.0,0.333333333333,0.521739130435,1.0
Daniele Bracciali,0.5,0.4,0.342105263158,0.384615384615
David Ferrer,0.641791044776,0.716386554622,0.646833013436,0.428571428571
David Nalbandian,0.711538461538,0.645933014354,0.653846153846,0.695652173913
Davide Sanguinetti,0.344827586207,0.320754716981,0.511450381679,0.51724137931
Dick Norman,0.333333333333,0.235294117647,0.210526315789,0.333333333333
Dmitry Tursunov,0.55223880597,0.391891891892,0.522491349481,0.619047619048
Dominik Hrbaty,0.277777777778,0.481818181818,0.535087719298,0.545454545455
Dudi Sela,0.48,0.19512195122,0.454545454545,1.0
Ernests Gulbis,0.375,0.544117647059,0.505928853755,0.705882352941
Evgeny Korolev,0.166666666667,0.4,0.5,0.25
Fabrice Santoro,0.593220338983,0.274509803922,0.529953917051,0.448275862069
Feliciano Lopez,0.663716814159,0.51652892562,0.513131313131,0.5
Felix Mantilla,0.25,0.540322580645,0.523076923077,0.363636363636
Fernando Gonzalez,0.615384615385,0.708860759494,0.632958801498,0.567567567568
Fernando Verdasco,0.569620253165,0.623880597015,0.536992840095,0.529411764706
Filippo Volandri,0.153846153846,0.540453074434,0.136363636364,0.166666666667
Flavio Saretta,0.5,0.5,0.358974358974,1.0
Florent Serra,0.346153846154,0.461538461538,0.41935483871,0.142857142857
Florian Mayer,0.627118644068,0.515463917526,0.43347639485,0.428571428571
Frank Dancevic,0.477272727273,0.047619047619,0.37962962963,0.555555555556
Frederic Niemeyer,0.333333333333,0.4,0.15,1.0
Frederico Gil,0.125,0.547619047619,0.387755102041,0.5
Gael Monfils,0.586206896552,0.624309392265,0.651851851852,0.6
Gaston Gaudio,0.428571428571,0.712062256809,0.484210526316,0.428571428571
George Bastl,0.333333333333,0.2,0.292682926829,0.2
Gilles Elseneer,0.375,0.333333333333,0.4,0.625
Gilles Muller,0.567567567568,0.446808510638,0.541666666667,0.285714285714
Gilles Simon,0.56338028169,0.584821428571,0.593533487298,0.363636363636
Go Soeda,0.235294117647,0.307692307692,0.364583333333,0.75
Greg Rusedski,0.705882352941,0.263157894737,0.588235294118,0.6
Grega Zemlja,0.533333333333,0.5,0.408163265306,0.8
Grigor Dimitrov,0.614035087719,0.588888888889,0.627240143369,1.0
Guillermo Canas,0.612903225806,0.625730994152,0.611111111111,0.538461538462
Guillermo Coria,0.588235294118,0.719512195122,0.608695652174,0.466666666667
Guillermo Garcia Lopez,0.481481481481,0.504032258065,0.427118644068,0.25
Gustavo Kuerten,0.5,0.6,0.52380952381,0.666666666667
Harel Levy,0.2,0.157894736842,0.32,0.5
Henri Kontinen,0.5,1.0,0.333333333333,0.5
Hicham Arazi,0.470588235294,0.244897959184,0.5,0.545454545455
Hyung Taik Lee,0.525,0.4375,0.473372781065,0.375
Igor Andreev,0.484848484848,0.534562211982,0.476683937824,0.55
Igor Kunitsyn,0.324324324324,0.275862068966,0.366013071895,0.578947368421
Ilija Bozoljac,0.333333333333,0.5,0.2,0.5
Irakli Labadze,0.352941176471,0.461538461538,0.264150943396,0.428571428571
Ivan Ljubicic,0.520833333333,0.571428571429,0.618131868132,0.65625
Ivo Heuberger,0.3,0.153846153846,0.4,0.416666666667
Ivo Karlovic,0.642201834862,0.421487603306,0.536057692308,0.4
James Blake,0.515625,0.462264150943,0.650112866817,0.444444444444
Jan Hernych,0.475,0.309523809524,0.421568627451,0.307692307692
Janko Tipsarevic,0.536231884058,0.5,0.542857142857,0.363636363636
Jarkko Nieminen,0.426229508197,0.564814814815,0.529284164859,0.448275862069
Jean Rene Lisnard,0.2,0.432835820896,0.375,0.4
Jerzy Janowicz,0.615384615385,0.358974358974,0.516129032258,0.833333333333
Jiri Novak,0.5,0.596638655462,0.654970760234,0.617647058824
Jiri Vanek,0.166666666667,0.3875,0.317073170732,0.142857142857
Jo Wilfried Tsonga,0.705882352941,0.638461538462,0.694117647059,0.75
Joachim Johansson,0.5,0.2,0.631578947368,0.571428571429
Jonas Bjorkman,0.666666666667,0.227272727273,0.453416149068,0.529411764706
Juan Carlos Ferrero,0.644444444444,0.695340501792,0.569721115538,0.56
Juan Ignacio Chela,0.285714285714,0.599378881988,0.536585365854,0.294117647059
Juan Martin Del Potro,0.686274509804,0.696078431373,0.713554987212,0.75
Juan Monaco,0.388888888889,0.622691292876,0.463768115942,0.333333333333
Julien Benneteau,0.472222222222,0.416666666667,0.497126436782,0.52
Jurgen Melzer,0.527027027027,0.529166666667,0.511428571429,0.388888888889
Karol Beck,0.454545454545,0.105263157895,0.339805825243,0.529411764706
Karol Kucera,0.565217391304,0.15,0.590909090909,0.375
Kei Nishikori,0.574074074074,0.711538461538,0.677710843373,1.0
Kenneth Carlsen,0.466666666667,0.166666666667,0.507246376812,0.4375
Kevin Kim,0.235294117647,0.214285714286,0.360824742268,0.25
Konstantin Kravchuk,0.2,0.5,0.222222222222,0.5
Kristian Pless,0.25,0.266666666667,0.346666666667,0.5
Kristof Vliegen,0.37037037037,0.4375,0.417582417582,0.454545454545
Lars Burgsmuller,0.277777777778,0.3,0.47,0.142857142857
Lleyton Hewitt,0.758865248227,0.613445378151,0.688725490196,0.769230769231
Lukas Dlouhy,0.285714285714,0.35,0.190476190476,0.333333333333
Lukasz Kubot,0.52,0.473684210526,0.362745098039,0.666666666667
Malek Jaziri,0.318181818182,0.384615384615,0.44347826087,0.5
Marat Safin,0.59375,0.650684931507,0.584033613445,0.785714285714
Marc Gicquel,0.423076923077,0.440677966102,0.415094339623,0.666666666667
Marc Rosset,0.5,0.4,0.368421052632,0.285714285714
Marco Chiudinelli,0.4,0.259259259259,0.356435643564,0.6
Marcos Baghdatis,0.595505617978,0.447058823529,0.576732673267,0.866666666667
Mardy Fish,0.647887323944,0.473684210526,0.590785907859,0.444444444444
Marin Cilic,0.681818181818,0.616766467066,0.665865384615,0.444444444444
Mario Ancic,0.727272727273,0.574074074074,0.580310880829,0.58064516129
Marsel Ilhan,0.333333333333,0.260869565217,0.392156862745,0.5
Martin Verkerk,0.375,0.525423728814,0.391304347826,0.3
Max Mirnyi,0.547619047619,0.40243902439,0.456140350877,0.566037735849
Michael Berrer,0.291666666667,0.297872340426,0.4125,0.5
Michael Kohlmann,0.384615384615,0.555555555556,0.214285714286,0.5
Michael Llodra,0.597222222222,0.333333333333,0.458498023715,0.409090909091
Michal Przysiezny,0.333333333333,0.206896551724,0.285714285714,0.833333333333
Michel Kratochvil,0.615384615385,0.279069767442,0.396825396825,0.2
Mikhail Kukushkin,0.291666666667,0.391891891892,0.482352941176,0.333333333333
Mikhail Youzhny,0.592233009709,0.534351145038,0.552401746725,0.576923076923
Mirza Basic,0.5,0.333333333333,0.692307692308,1.0
Nicolas Almagro,0.466666666667,0.657276995305,0.474418604651,0.5
Nicolas Escude,0.538461538462,0.333333333333,0.71875,0.638888888889
Nicolas Kiefer,0.596153846154,0.418918918919,0.557603686636,0.526315789474
Nicolas Lapentti,0.555555555556,0.494186046512,0.447368421053,0.411764705882
Nicolas Mahut,0.621359223301,0.3,0.413145539906,0.181818181818
Nicolas Massu,0.266666666667,0.601694915254,0.431818181818,0.52380952381
Nikolay Davydenko,0.333333333333,0.606060606061,0.586448598131,0.647058823529
Novak Djokovic,0.81914893617,0.803347280335,0.842532467532,0.692307692308
Olivier Rochus,0.544303797468,0.379310344828,0.491803278689,0.592592592593
Pablo Cuevas,0.461538461538,0.61,0.427419354839,0.5
Paradorn Srichaphan,0.571428571429,0.209302325581,0.63698630137,0.620689655172
Paul Goldstein,0.4,0.5,0.425,0.4
Paul Henri Mathieu,0.410714285714,0.489270386266,0.462093862816,0.707317073171
Philipp Kohlschreiber,0.625,0.56884057971,0.536082474227,0.454545454545
Potito Starace,0.0833333333333,0.52868852459,0.311111111111,0.444444444444
Radek Stepanek,0.584415584416,0.562841530055,0.558139534884,0.613636363636
Raemon Sluiter,0.5,0.377358490566,0.376623376623,0.461538461538
Rafael Nadal,0.772151898734,0.912037037037,0.770197486535,0.285714285714
Rainer Schuettler,0.587301587302,0.412280701754,0.508896797153,0.48275862069
Ricardas Berankis,0.142857142857,0.217391304348,0.554744525547,1.0
Richard Gasquet,0.666666666667,0.621890547264,0.632135306554,0.5
Robby Ginepri,0.508771929825,0.260869565217,0.488549618321,0.461538461538
Robin Haase,0.380952380952,0.529801324503,0.433789954338,0.5
Robin Soderling,0.604651162791,0.595588235294,0.642335766423,0.785714285714
Robin Vik,0.2,0.391304347826,0.285714285714,0.444444444444
Roger Federer,0.893854748603,0.795454545455,0.856041131105,0.765957446809
Ruben Bemelmans,0.3125,0.2,0.4,1.0
Sargis Sargsian,0.347826086957,0.358974358974,0.423076923077,0.6
Sebastien Grosjean,0.68085106383,0.612903225806,0.55023923445,0.612903225806
Sergei Bubka,0.333333333333,0.25,0.5,0.666666666667
Sergiy Stakhovsky,0.5,0.365853658537,0.470319634703,0.4
Simon Greul,0.333333333333,0.384615384615,0.377358490566,0.333333333333
Simone Bolelli,0.5,0.472222222222,0.362962962963,0.333333333333
Sjeng Schalken,0.777777777778,0.413043478261,0.477064220183,0.653846153846
Stanislas Wawrinka,0.509433962264,0.674418604651,0.639705882353,0.470588235294
Stefan Koubek,0.37037037037,0.426086956522,0.4,0.5
Stefano Galvani,0.375,0.358974358974,0.238095238095,0.5
Steve Darcis,0.46875,0.479452054795,0.468253968254,0.6
Takao Suzuki,0.333333333333,0.333333333333,0.441860465116,0.9
Tatsuma Ito,0.4,0.307692307692,0.344262295082,1.0
Taylor Dent,0.607142857143,0.266666666667,0.528205128205,0.6
Teymuraz Gabashvili,0.260869565217,0.394495412844,0.365714285714,0.363636363636
Thomas Enqvist,0.357142857143,0.424242424242,0.544642857143,0.625
Thomas Johansson,0.568181818182,0.44776119403,0.557894736842,0.636363636364
Tim Henman,0.727272727273,0.588235294118,0.652406417112,0.692307692308
Tomas Berdych,0.705263157895,0.644628099174,0.649572649573,0.714285714286
Tomas Zib,0.416666666667,0.324324324324,0.302325581395,0.166666666667
Tommy Haas,0.646153846154,0.606060606061,0.618226600985,0.588235294118
Tommy Robredo,0.537037037037,0.664,0.554187192118,0.454545454545
Victor Hanescu,0.40625,0.540983606557,0.344155844156,0.352941176471
Vincent Spadea,0.520833333333,0.384615384615,0.47619047619,0.47619047619
Vladimir Voltchkov,0.333333333333,0.111111111111,0.565217391304,0.615384615385
Wayne Arthurs,0.588235294118,0.333333333333,0.451612903226,0.5
Wayne Ferreira,0.636363636364,0.5,0.553191489362,0.4
Xavier Malisse,0.65,0.431818181818,0.501618122977,0.545454545455
Yen Hsun Lu,0.4375,0.208333333333,0.420138888889,0.5
Yevgeny Kafelnikov,0.777777777778,0.4,0.607142857143,0.65
Younes El Aynaoui,0.416666666667,0.67,0.540816326531,0.333333333333
Yuichi Sugita,0.526315789474,0.3,0.415384615385,1.0
